"setting","ARI 1","Dunn 1","ARI2","Dunn2","BIC2","ARI3","Dunn3","BIC3","ARI4","nARI4","Dunn4","nDunn4","ARI5","Dunn5","ARI6","Dunn6"
115,1,0.158477673859862,1,0.158477673859862,1211.41217554564,1,0.158477673859862,-912.468445818046,0.979999686871692,8,0.0734465454701719,8,1,0.158477673859862,1,0.158477673859862
116,1,0.193415746727976,1,0.193415746727976,1169.48362668076,1,0.193415746727976,-899.07475739066,0.813245125186824,6,0.0700776761288776,6,1,0.193415746727976,1,0.193415746727976
117,1,0.207353015912576,1,0.207353015912576,1131.8643514147,1,0.207353015912576,-814.153175590588,1,1,0.207353015912576,1,1,0.207353015912576,1,0.207353015912576
118,0.310286714421165,0.0313832752510915,0.638189215202307,0.0179423471380308,1608.02764624308,0.622212711392978,0.0179423471380308,-984.634913173244,0.432822689467872,7,0.0382103286832796,2,0.501629957861301,0.0428729958889035,0.393947421475079,0.028029997556336
119,0.357104547490898,0.0945288926818529,0.687340631036703,0.0182511143399168,1490.33053560828,0.721112147536207,0.0182511143399168,-851.572255197178,0.369245121007495,4,0.0589243657534956,4,0.721130174601371,0.0644043466533046,0.357104547490898,0.0945288926818529
120,0.530678150177297,0.0442785051096877,0.883013227268882,0.0192279218656355,1616.46025034074,0.883013227268882,0.0192279218656355,-819.213802651396,0.51612064129707,1,0.0206922601697194,1,0.755686451635554,0.0539540369892366,0.530678150177297,0.0442785051096877
121,0.322087555884864,0.0217830293503973,0.670807073475974,0.00594800130510509,1493.73450892488,0.606525856952323,0.00667663621931074,-813.879753106989,0.369392341835508,1,0.0480343033780549,7,0.419932861869273,0.101856375655575,0.381724145598946,0.0222185035732787
122,0.27807503141489,0.0275799144798699,0.606528324442936,0.0174411603401981,1422.79133636618,0.606528324442936,0.0174411603401981,-907.460025406847,0.212757478602117,8,0.0512888463157191,3,0.53070082160085,0.0308099905246699,0.345371310245619,0.00814980554501678
123,0.590913566731319,0.0114178367042935,0.979999618992262,0.0508045722000401,1530.93806808445,0.979999618992262,0.0508045722000401,-832.177488814505,0.864219193672442,1,0.100636575897922,8,0.446325552935332,0.0812274797243178,0.622253918835139,0.0263367759249885
124,0.190625536645547,0.0311303259876679,0.68734118685354,0.0111311106540995,1548.64351839345,0.68734118685354,0.0111311106540995,-933.223553933106,0.19013099325957,2,0.0368598559727188,7,0.446364997130681,0.0223598961007636,0.20861408104371,0.0222421351672706
125,0.310764443358032,0.0313151282580889,0.827234983795347,0.0121373171970015,1485.55822249385,0.791053828569242,0.0121373171970015,-867.975267470251,0.473688753954676,1,0.0390259815690035,2,0.446397527654303,0.0482632157282171,0.322082629915849,0.0224817146070481
126,0.638260958645421,0.0344201514666541,0.979999544647596,0.0691601937503939,1526.83977009208,0.979999544647596,0.0691601937503939,-830.711821010084,0.940602015534536,4,0.0616492342147203,5,0.433093504118587,0.0572086707756911,0.8090519361462,0.0425559617130165
127,0.288782291248343,0.0263960143935538,0.921204677133922,0.0427525431617712,1652.79552846537,0.921204677133922,0.0427525431617712,-967.796909974059,0.332527010138395,9,0.0518609844201803,6,0.407006323133949,0.045559301717696,0.433080484323294,0.0232178325281355
128,0.402908397410237,0.0547327271830295,0.940551846519525,0.0284780365994724,1508.44032641484,0.921129631389614,0.0284780365994724,-946.108445722102,0.719411379115579,7,0.0260139106367916,8,0.901903897094632,0.0467021006127688,0.57417394478851,0.0381049835984396
129,0.654426137456757,0.026084365470029,1,0.07929970842215,1583.87666874487,1,0.07929970842215,-920.823297199223,0.784787201931784,3,0.0515870012584576,9,1,0.07929970842215,0.755693074682009,0.0374287124324949
130,0.333610372466246,0.0348763230912572,0.960200592970963,0.0282897186944701,1614.59715443682,0.960200592970963,0.0282897186944701,-936.81838967403,0.400038758997951,9,0.0749944598523899,3,0.165231197457748,0.040105257279364,0.419932861869273,0.0443161081867129
131,0.622211612404784,0.0174512317129687,0.883012660062899,0.0346279071457609,1609.43962730814,0.883012660062899,0.0346279071457609,-1044.93948791099,0.864221305761868,9,0.0378601753400973,7,0.827191583494945,0.0320891607355351,0.687355586873634,0.0316679429785012
132,0.530713691777118,0.0245919668014909,1,0.0707815894270855,1506.66837753862,1,0.0707815894270855,-850.79146389342,0.774210772208503,6,0.0376401724936943,3,0.199694910553321,0.0469271395893744,0.670799323747023,0.0412901431111996
133,0.198908323583927,0.0490574882685813,0.940603275454443,0.0357811437231329,1584.88690604943,0.940603275454443,0.0357811437231329,-928.479038853718,0.342452880327239,7,0.0403938673155078,1,0.0445646616976546,0.0433127007611664,0.394023505709302,0.043961693060428
134,0.560301569715694,0.0228279017044255,0.864221174101071,0.0294334776998525,1514.87035264601,0.864221174101071,0.0294334776998525,-1011.0191696902,0.381808957807383,2,0.0345859008425231,8,0.864221174101071,0.0303167680683003,0.721105398054072,0.0417684029105474
135,0.227568008134346,0.0300737737444285,0.979999505050755,0.0467476595801603,1566.60989118204,0.979999505050755,0.0467476595801603,-884.369763299982,0.588381586689231,2,0.0358270587683796,7,0.106425382050493,0.0380376820848072,0.590953225123187,0.0232427102262324
136,0.320560807690927,0.0246732465152263,0.101755116451412,0.0967903547077475,1545.85267652077,0.344045276859623,0.0123560057922339,-1036.53798236448,0.255091143007327,2,0.0593456440523571,6,0.393207714681952,0.0605566408456581,0.393264158335756,0.0555259871825017
137,0.256735889526111,0.0386671352174421,0.622224982993481,0.0118322654395596,1572.02840010629,0.59087555355571,0.0138091300539802,-934.096513282618,0.230837612418372,8,0.0583864438342664,2,0.0804973052709536,0.0495763942794432,0.310406906754921,0.0254694080527174
138,0.332430619042346,0.0353238703411518,0.638139195365224,0.0138709631205209,1617.10825064056,0.638139195365224,0.0138709631205209,-921.744936373811,0.28617377328754,2,0.0208521203881342,6,0.320813618823201,0.0352379323516646,0.356258529283853,0.0472623445477841
139,0.368957892305694,0.0199679682164745,0.515981811076608,0.0128461066203565,1510.05044475784,0.515982241302052,0.0128461066203565,-896.588041828453,0.487440701272835,8,0.0421977090441123,8,0.299013766495429,0.0599733685538517,0.406643947855234,0.0268074347538494
140,0.299648718601239,0.0405067553017911,0.516008405393684,0.0201203402273223,1526.49998661517,0.516054391021795,0.00686544297558665,-879.5460196889,0.446249600323219,1,0.0411490925548587,4,0.35715776512384,0.0548468748158241,0.299648718601239,0.0405067553017911
141,0.433093504118587,0.0184215808574824,0.670773159482913,0.00864258803056904,1517.60216895874,0.670792710755429,0.0112976626994058,-815.142891321256,0.316682018252481,4,0.0235380565591404,7,0.459976194055548,0.0510276661972175,0.459976194055548,0.0510276661972175
142,0.18929143023425,0.0237839011916445,0.108845135691847,0.00945600065404707,1572.88753014132,0.226152002247513,0.0100605106936769,-1127.56814932735,0.236297220683292,1,0.0433612429364076,3,0.189037418561919,0.0444144248411898,0.18929143023425,0.0237839011916445
143,0.216997183448556,0.0466508573016794,0.277294505818303,0.0112386845435885,1510.23195948071,0.256391268265748,0.00792441501365228,-1084.46659725497,0.0581243874680933,9,0.143470075564231,3,0.132586067185957,0.0579951736116352,0.266741363659737,0.0165306966153229
144,0.344424494515229,0.0309232898701464,0.344238149259993,0.00932999424739447,1466.74262967385,0.35624145292503,0.0124420590235463,-1051.22029899177,0.232419773515313,9,0.0351697285275354,8,0.298438516026459,0.0379192284337569,0.332740406376112,0.0256194927735053
145,0.333550536712349,0.0237067018143237,0.590851436318126,0.0155330268608841,1584.04166343042,0.590873305598893,0.0117015672497805,-883.923410418557,0.35715776512384,6,0.0552803067649946,2,0.288124408727551,0.0283451845667627,0.345275842411134,0.0240196384249734
146,0.267005942844392,0.0464735878315273,0.654367844478888,0.00604767067691516,1543.57602975699,0.654368891831601,0.00613017771096728,-909.183698564104,0.246221828961294,2,0.0230381772612286,3,0.267005942844392,0.0437754330848117,0.277540745991285,0.0472209379927689
147,0.332138270263791,0.0384458748401429,0.738292089070384,0.0140946894694999,1582.34358014159,0.755686649048986,0.0140946894694999,-872.232254555306,0.336703465355596,9,0.0625970013944395,2,0.309018123482709,0.071342443528185,0.406187343744584,0.0201095577912068
148,0.406445511421504,0.0254797310028998,0.501563987625481,0.0200030263175314,1534.05765107163,0.501529747103027,0.0163282465186901,-817.204936873589,0.171317972126549,1,0.0443016205757131,4,0.356507679870655,0.0319020455022961,0.406445511421504,0.0254797310028998
149,0.333658631428307,0.0437347141336421,0.501631226348541,0.0133397363203399,1449.50290338076,0.310824423286649,0.0406017159984291,-801.516416560214,0.178738965919777,4,0.0698159321456871,7,0.299711048223471,0.0433683003603037,0.333658631428307,0.0437347141336421
150,0.208718710222936,0.0562241460015468,0.208718710222936,0.0969968912492394,1409.22763736964,0.218012114810407,0.0446164786528414,-764.862687833623,0.45026902254698,6,0.0268451538036366,5,0.190739324511697,0.12223213350671,0.218012114810407,0.0290075021114963
151,0.0979339024821574,0.0258588844718115,0.267133988142272,0.0149522635063187,1470.86434539021,0.277577830932548,0.0150028104886159,-1035.34254647815,0.0986953116306131,1,0.0368710098887275,7,0.0646340815816392,0.0379844647494008,0.0979159714815992,0.0213155061110247
152,0.140328874024526,0.0244315012440709,0.473530883623552,0.0110295559067381,1431.18264216616,0.459738328933096,0.0110295559067381,-999.349166780048,0.107980203629335,1,0.0556413686312432,6,0.141537307322307,0.0519346387412604,0.164206208926107,0.0182549223846316
153,0.189848673670117,0.0307950567434999,0.501602250878397,0.00437907773997567,1461.45974656291,0.515979777273245,0.00785135223658411,-1013.2530920074,0.212870880851729,4,0.0369418964317041,9,0.00737981668608053,0.0307197962414207,0.181231175069394,0.0208178464783347
154,0.343978935008311,0.0502278019329931,0.704055736061943,0.0223667572577261,1547.53803336361,0.687261027768138,0.0330974948773543,-907.494050544843,0.53702020329407,4,0.0193757248586824,4,0.244877308373387,0.0973352382038899,0.380601437155298,0.0400091655086795
155,0.267585903098901,0.031829670065029,0.670749694890293,0.0226371392555298,1538.54109295081,0.704120456573343,0.00801442595714947,-894.374576662599,0.5015996531908,1,0.0402635451207141,5,0.227587416777742,0.0820479661192993,0.299711048223471,0.0312411348746431
156,0.48660168497843,0.0696184642880393,0.845576823590274,0.029629188036589,1434.30932611748,0.808966506882299,0.029629188036589,-803.435043537498,0.352463534977456,7,0.0812962736666249,8,0.274924400577033,0.0932197263839211,0.379863969821468,0.0335748369223164
157,0.310699701449347,0.0157733004305577,0.288663545924696,0.0555971482313556,1673.47364222128,0.755673737538638,0.0131352445792376,-839.743503468538,0.334554718716957,2,0.0237462275465776,5,0.299580440092529,0.056283697693156,0.322021322978937,0.051062195135309
158,0.419953473326021,0.0284376848887542,0.73828732285925,0.00839164689517678,1495.988445811,0.791050519207801,0.00839164689517678,-857.534152942549,0.670768148264205,2,0.0142110500705379,4,0.638263899391556,0.0365446753849648,0.446432870920701,0.03214978160479
159,0.369422587318137,0.0301103471406111,0.721120947288549,0.0169178250797163,1469.45527310259,0.721120947288549,0.0169178250797163,-760.80379551792,0.433092021895135,3,0.0210525684647503,5,0.622295117288812,0.102810999083162,0.381751785032975,0.0458328415462066
160,0.20861408104371,0.0487190765648406,0.17328076756418,0.0404147787933458,1546.97905310064,0.199295685949805,0.0249359245772581,-1087.68258656023,0.125220440311745,1,0.0446743918717833,7,0.0303984305289513,0.0678248214974953,0.227412142638062,0.0602738551652251
161,0.267567436679742,0.0358089214413489,0.575466666666667,0.0112205070872703,1450.00526127988,0.560290626115845,0.0112205070872703,-1048.85851110388,0.102416722150791,8,0.0402947621878139,8,0.288655965089688,0.023385804682331,0.278073603742088,0.0275263338048766
162,0.216766178478674,0.0398226818236648,0.132197732739765,0.044392931271727,1600.01075034317,0.654374254178042,0.00556055423826927,-1009.72803471301,0.246065903690413,1,0.0278549789821984,8,0.0571971270691027,0.0587839084072002,0.189289333241077,0.0281168851960575
163,0.125241151385497,0.0363118617476072,0.140228648630699,0.0215473637494958,1783.72739106069,0.132705484795582,0.0250863878441464,-978.556400635721,0.140128260903292,1,0.0147101622492984,3,0.0446306020424868,0.0449353864173805,0.125254369203162,0.0198409473145623
164,0.0978774556878026,0.0270723399658717,0.0593008209431518,0.011377490851758,1712.16425736479,0.198523662430797,0.00426254991513774,-990.726134019678,0.129361181769794,4,0.0193029666074012,6,0.0914068194457705,0.0346406376194591,0.0978774556878026,0.0270723399658717
165,0.500843220236363,0.0379534196926067,0.295430040539251,0.0413927199910421,1762.92585774231,0.500282287254124,0.0337354397514136,-925.914664472943,0.417906009246267,9,0.021523684559451,6,0.354053815432076,0.035006296677664,0.486963566800346,0.0227364115422595
166,0.125312492819703,0.0371764592175904,0.10477250640516,0.0450743397126877,1730.34257076624,0.155773564894604,0.00160080227321831,-988.778430973837,0.101225746712662,3,0.0324150125819649,6,0.104889093490783,0.0498344502442742,0.111485822164995,0.0551164585920491
167,0.207668891009157,0.0221641800280227,0.356785193001209,0.00833936765480818,1720.49198123038,0.321505139029809,0.00566658920398798,-870.544452634437,0.2267021596741,5,0.0236523762028311,8,0.140423104862157,0.0402828776354792,0.216992786133386,0.0169905283059913
168,0.530496092808859,0.0074655860048642,0.356050876834618,0.0110377206358799,1789.27223412244,0.419293273256187,0.0367872677797148,-894.856307452629,0.422658260129633,2,0.0284631560816744,9,0.530511269650862,0.0554942965438519,0.545293105120248,0.0531836813530047
169,0.0351047323506594,0.0357453044026867,0.0185692073467007,0.0167597645690936,1686.84453416767,0.00130313297411313,0.00991967082584463,-1033.73639035833,0.058855493617542,3,0.0314502616683974,1,0.0232155069275012,0.0385550035062137,0.0351047323506594,0.0357453044026867
170,0.0436197809806655,0.0261380340272934,0.236288920528183,0.0191279945406645,1696.92646190071,0.0795304933385384,0.0360517804966523,-1065.1203353193,0.0562607120224823,8,0.0414837313078412,7,0.0119671242254571,0.0521879418697478,0.0275379929428268,0.0404359036653715
171,0.246230843619753,0.0420777913148953,0.288025753326819,0.0141554677048338,1684.04802535729,0.356770866924286,0.0234779331345584,-1076.71782125146,0.190094787217333,2,0.029451653477401,1,0.132557784784914,0.0417922197030997,0.198477193282862,0.0116652809189008
172,0.125225697695101,0.0219150893087521,0.487439665830661,0.00473672541410891,1913.5708840684,0.487441902380515,0.0184095733944583,-1048.42204018305,0.226541843017444,1,0.0248918823136335,3,0.0351775848480863,0.0307513993130714,0.266738697350314,0.0202273684302746
173,0.198758839943861,0.0249069491632552,0.53058455998526,0.00590537578396605,1842.20574463541,0.545339877677763,0.0117570617713155,-1117.38653195743,0.218943147127412,3,0.0197908431655975,6,0.0400131187641184,0.0523453019890934,0.024099452028092,0.0165930832480127
174,0.111076442225636,0.0311700320130887,0.637898720818094,0.0287455387435637,1856.8071669606,0.654072643183014,0.0287455387435637,-1025.6933177657,0.110860304578376,1,0.0368507812951233,4,0.379863969821468,0.0254222626341856,0.34390777509349,0.0142204807964902
175,0.11808533906704,0.0239060993850958,0.44613057494334,0.0181455764949414,1872.8818736942,0.356823392753371,0.0170033436340216,-1041.21494338857,0.310272282117227,1,0.0108587733951011,9,0.406750111005617,0.0302165647656226,0.333182818200746,0.0130388894589488
176,0.216383771596199,0.0399942778371796,0.487432210523515,0.00603063593830081,1818.48505987524,0.545270960120276,0.0127861359826053,-1056.99987880077,0.255609462210457,1,0.0382186003667796,8,0.265998432348047,0.04712254456355,0.266430697050799,0.0179093700004144
177,0.406669579814985,0.0199314113525306,0.654395269062152,0.0161656636939076,1806.69174667897,0.654395269062152,0.0161656636939076,-1023.2927183266,0.307193617290219,6,0.0113238600023026,7,0.266732216656291,0.0347277822495759,0.446175685318383,0.0282095154645712
178,-0.000110543772940143,0.0245710768685409,0.226510131110003,0.00240834935603057,1729.18499633597,0.236208069431661,0.0168629097932407,-1130.93723094929,0.127771668796446,2,0.0442847228725138,7,0.0238766830153899,0.0271422785793478,-0.00143620759094668,0.030597555649147
179,0.0633166742389823,0.0153104501029004,0.369000492368292,0.0100370285971796,1693.78796302195,0.345085748931893,0.0118027547962546,-1137.28984796438,0.235422668626077,8,0.0280406789523424,2,0.028221842252418,0.0274699271621408,0.111781105093053,0.0184860189266918
180,0.0737879667422134,0.0181027142826676,0.501626414116699,0.0162319556290088,1727.23022938418,0.473443264606607,0.0168355013388264,-1094.58829795976,0.0976742821208967,6,0.0211687098102172,2,0.0787162771795584,0.0312704336141697,0.0916127128739247,0.0190495521287359
181,0.419897327089198,0.0358620297867216,0.845625519522217,0.0221280567295848,1641.09114052659,0.809043249103107,0.0267907301042688,-1054.97767841591,0.279178770909249,2,0.0539500497000497,1,0.278018969162876,0.0573175056414118,0.433007785675493,0.0428651864187281
182,0.134217704093774,0.0316565367741181,0.921055835893291,0.0157491191006894,1704.31356947378,0.921055835893291,0.0157491191006894,-1021.26777180942,0.827000323645198,2,0.0344225909615721,8,0.150588210042401,0.0287963072594987,0.432529981496681,0.0215354594235731
183,0.332532168141095,0.0238443432709632,0.864212346759389,0.0353789338388944,1603.57020418626,0.864212346759389,0.0353789338388944,-961.102606426863,0.62001197480385,5,0.0538022429820987,5,0.380887992246995,0.0374790957007441,0.791032374952837,0.0320414142119978
184,0.446183829464075,0.0300230923159389,0.864220625511668,0.0320540410117309,1630.45849511065,0.864220625511668,0.0320540410117309,-1061.18364613943,0.687338054041914,2,0.0671223893979761,5,0.704121188780556,0.0406626096920712,0.687339822572323,0.044004594417326
185,0.791022452959708,0.0584052255680824,0.960200723623207,0.023853709687942,1541.93472400653,0.960200723623207,0.023853709687942,-1045.43002107129,0.0907478250841059,1,0.0526057891387354,6,0.883006448797517,0.0438498759588409,0.809018798086248,0.0584052255680824
186,0.575578006702908,0.0468773741003287,0.940601662747383,0.0660564641060898,1599.66948771206,0.940601662747383,0.0660564641060898,-1024.41603365599,0.795004151943825,9,0.02926572815196,4,0.921204431198225,0.0728873965766151,0.791060446977651,0.0466474286950228
187,0.140126341497781,0.0296271189740712,0.809045177910956,0.00351815409984638,1628.59076613087,0.773266237760822,0.00518487469353081,-1054.08085089678,0.321800352159258,1,0.0466240270723821,7,0.111186581337233,0.0522452690586487,0.163942010534118,0.0161381201285309
188,0.344990753393955,0.0352275744999013,0.864221700742728,0.0142857787260067,1534.05943072363,0.883015902516282,0.0250663964005679,-1041.69607189226,0.641723017495234,2,0.0340865670882223,1,0.310370565858678,0.0352275744999013,0.394009112859947,0.0441191178213563
189,0.419286324684486,0.0445791460820415,0.940602085131506,0.0283559475198106,1522.18330813641,0.940602085131506,0.0283559475198106,-1033.57285804612,0.801688330361901,4,0.042558265146953,4,0.393476979132906,0.0519899493483278,0.704076218557808,0.0349774844195045
190,0.266054927147394,0.0194021061950941,0.864211951724106,0.0125324707682995,1654.01708994365,0.864211951724106,0.0125324707682995,-1012.72193334423,0.591098783842408,4,0.0266663695830831,8,0.130456692833021,0.0605100305479092,0.432652851087684,0.0184314880059553
191,0.265998432348047,0.103857228092609,0.921206054822982,0.0432504075553907,1493.97112389778,0.921206054822982,0.0432504075553907,-874.398754668012,0.690795493689683,9,0.0374696441019686,4,0.116589531160105,0.0699069838025495,0.265998432348047,0.103857228092609
192,0.299711048223471,0.0659573973243958,0.96020003979996,0.01387533747475,1591.96966545896,0.940601545150735,0.0318302676396722,-875.998155959147,0.704120456573343,2,0.0236730529423085,2,0.299711048223471,0.0451376884576604,0.638246637806989,0.0275795102277347
193,0.622293332208758,0.0177880081636983,0.845625008061829,0.00998943835495279,1557.78126243112,0.86421829395725,0.0133578778022169,-994.158125026889,0.516680755684298,5,0.0149160156576503,3,0.654421949395482,0.0753973683354358,0.670796168561952,0.0615327825858124
194,0.459791116848479,0.0605521805390364,0.809045177910956,0.0137971514515279,1549.33094129402,0.791054537704484,0.011556269502001,-982.102453908553,0.738307250970182,4,0.0243926043870584,1,0.40676963532795,0.0568471123689369,0.459791116848479,0.0605521805390364
195,0.864223916981593,0.0322728155084928,0.979999718386985,0.103881576983486,1471.41779082191,0.979999718386985,0.103881576983486,-890.334176257273,0.979999718386985,5,0.103881576983486,5,0.979999718386985,0.103881576983486,0.883016577217044,0.0322728155084928
196,0.0934897424336251,0.0223603229623268,0.670753605888,0.014117312813178,1524.12051999865,0.670753605888,0.014117312813178,-964.478181951371,0.470335182587517,7,0.0148544440822636,1,0.134084250847857,0.038045716476008,0.515973910437012,0.00856766737593875
197,0.0969192437330643,0.0220461818527969,0.755679462994501,0.0140859392910267,1545.81113327476,0.755679462994501,0.0140859392910267,-920.658131147136,0.358376294678875,6,0.0373623335996529,3,0.00752327339363125,0.0452617509052567,0.0905468516555106,0.00719114354854546
198,0.381430087321262,0.026284573061467,0.883014336849681,0.0279855901034509,1537.27761692131,0.883014336849681,0.0279855901034509,-914.156972820992,0.883014336849681,3,0.0475617085077924,6,0.0493731265292287,0.0966682190058353,0.687335578065729,0.0327503527527609
199,0.264419128701767,0.0245824042144411,0.901987808975697,0.0335732198614298,1616.32246965673,0.901987808975697,0.0335732198614298,-1004.62822363022,0.598027497473662,9,0.0492150966877721,4,0.213868667544535,0.0668972230734134,0.367412533228889,0.0334642342646223
200,0.216604837218767,0.0514055659827266,1,0.0445646785967093,1562.16404630813,1,0.0445646785967093,-893.408117758407,0.696446856015716,3,0.0201507691912257,4,0.256045364992971,0.0777770619365799,0.515904186868306,0.0358041847902106
201,0.173446470874781,0.0375704319079248,0.921204199587476,0.0379858485154652,1624.35668534554,0.921204199587476,0.0379858485154652,-918.129528000446,0.791052849279328,1,0.0323404311216899,6,0.141516530900774,0.0551422291308838,0.638237010789788,0.0228917313305987
202,0.575240128068303,0.032498936268588,0.902004160751056,0.0425113117094837,1499.58256315731,0.902004160751056,0.0425113117094837,-1001.14071573914,0.73822191597576,9,0.0445704376492061,9,0.845606775716041,0.0576745061006303,0.670631672759681,0.0391818254926083
203,0.433080484323294,0.0348577389688186,0.960200080403878,0.0365475280803943,1550.7714578502,0.921204677133922,0.0302709479739683,-989.14507560122,0.674955778205012,3,0.0231797653986983,9,0.738310753076968,0.0478639135464853,0.704151382447522,0.0305897477606857
204,0.515981811076608,0.0704989352204233,1,0.0581474827612276,1517.66321709442,1,0.0581474827612276,-978.31463823632,0.755678357410136,3,0.0481753262140092,5,0.560302724446893,0.0640016770946265,0.560302724446893,0.0324468566272711
205,0.0151975868000873,0.0326705619454451,0.960200540307816,0.0149701509959236,1627.82508909736,0.979999718386985,0.0277002627117741,-986.405159176872,0.321536045630756,8,0.0432329424266278,5,0.0151975868000873,0.036234493418345,0.148585102595505,0.018323906575137
206,0.199543911643306,0.021361173037384,0.940602015534536,0.044187351188869,1510.48026569184,0.940602015534536,0.044187351188869,-955.206331884786,0.921205055187421,4,0.044187351188869,4,0.0876807745003305,0.0626319405785505,0.606508309459853,0.0270808904366349
207,0.180825980029282,0.0241355722611986,1,0.0368894582891908,1510.64939790888,1,0.0368894582891908,-890.627933715359,0.285725468742772,6,0.0753873051051735,9,0.321524327824013,0.0517630258166993,0.299013766495429,0.033266457588967
208,0.310707180049773,0.0225960475694514,0.560304554239295,0.00791896240419602,1906.53386259983,0.530544863894783,0.00461030483428658,-1052.88832714743,0.406900587002316,1,0.03131199689427,3,0.4198420603337,0.0340926026248951,0.369333650193895,0.0244055801902902
209,0.16418109295045,0.0366170217471474,0.515977572337309,0.0118608261512394,1860.46400649315,0.501628407479239,0.0106066035462785,-1043.83887862783,0.177319097764458,7,0.0415183433846338,2,0.288418982547105,0.0598004758255471,0.24663218084462,0.047779507999234
210,0.738303021886106,0.0213794327363442,0.940602805090597,0.0195815277232057,1893.19128768966,0.921206010253784,0.0195815277232057,-1018.06421418318,0.670751690308896,2,0.0388717844176134,8,0.845629349130117,0.0397938319524793,0.738303021886106,0.0213794327363442
211,0.356931854014038,0.0396259469814007,0.419661591088474,0.0133857646056397,1829.19303202004,0.432846168897978,0.0133857646056397,-1110.5170110493,0.27736562796835,3,0.0302121707676173,2,0.256433357051632,0.0312160162161698,0.356912371484093,0.0128777952462927
212,0.28804508388564,0.0243248458983665,0.432765188445948,0.0112538359778479,1739.87821387329,0.446130731589301,0.0140142496004226,-1050.38977216531,0.356884993753901,5,0.0168379989529879,8,0.163928938103527,0.0293549864251652,0.288045889302811,0.0173411049129773
213,0.63818860123188,0.0339574450604691,0.791058285910803,0.0495213033558438,1837.05967369969,0.773271598952778,0.0429787116739931,-1046.94668663192,0.357979570958612,3,0.0283567333074479,4,0.459722089459207,0.0404697926635247,0.622223517769662,0.00722141502260082
214,0.156329660944759,0.0527310915049284,0.530600622381432,0.00766560987138659,1865.15502267674,0.545366010822527,0.00513438824809789,-1072.44944198228,0.196706420323242,4,0.0245462428771206,5,0.0482697702589783,0.0436107971354489,0.217715149336524,0.0409865910050824
215,-0.00333018301235499,0.0154882849811587,0.446118042979408,0.0100652400177227,1786.56494332217,0.48745519702401,0.0064778198235543,-1061.09416030172,0.218012114810407,1,0.0250862258162692,2,0.0531825111958788,0.0474007524464477,0.00156072034729053,0.0188621021956378
216,0.590949656182797,0.0175898539661666,0.84563079142097,0.027458632480811,1798.69822890284,0.84563079142097,0.027458632480811,-984.459805166742,0.755698443922575,1,0.0388181970451569,7,0.459929593118529,0.0248052256873386,0.654428706084116,0.0180571229012648
217,0.00503291431520833,0.0376691500227595,0.704120528299924,0.0165784018323024,1915.97865842145,0.0394240708413267,0.0212895180299288,-1156.82219006998,0.3247396485486,3,0.0460876536334446,2,0.0394240708413267,0.0344079311634022,0.0481325311244813,0.0219123130179655
218,0.104737253167618,0.0435045556897807,0.704117539662919,0.0153861527707575,1904.40971317176,0.0458210797373705,0.0181068125737645,-1146.02279146229,0.274948652269868,9,0.040879077758426,3,0.0491055008957856,0.040282394599815,0.104737253167618,0.0435045556897807
219,0.0915538065639963,0.0216163755091634,0.902010396670399,0.00597674961356762,1921.26088525909,0.921205874158242,0.0384435601322647,-1121.9688225502,0.343428098222766,8,0.0321713565088893,9,0.180633579636262,0.0285272279146012,0.266738438124753,0.0248188933591223
220,0.217231877776112,0.0280673752974378,0.575495927432234,0.0125726000601926,1878.73825715919,0.310462806741312,0.027765380154477,-1145.13504551541,0.321723048153895,2,0.0150020358854772,8,0.172588084198963,0.0623972464540655,0.256547372391573,0.0216076382835195
221,0.172282207969294,0.019405253526342,0.704079653455745,0.0153594072896473,1817.30291974397,0.755674566759208,0.0192434173140067,-1179.69987466163,0.545102866186038,4,0.0223245863228933,5,0.545158024287178,0.028239946949193,0.256400311297566,0.0164985345917757
222,0.530406605380048,0.0458238347596851,0.902006536432962,0.0434350671631582,1846.24081374939,0.153399502620688,0.0239545851453384,-1185.45299631809,0.70412930258933,2,0.0311348461252528,2,0.214706313718509,0.0553628464776118,0.530460499265702,0.0325824701179572
223,-0.00502537941601969,0.0277649270693186,0.530546836529842,0.0254708242194204,1844.04750004307,0.545346724659272,0.0073746581937034,-1078.3757160261,0.108418931922515,2,0.0280526365560509,9,-0.0048358141120327,0.0393100090074649,-0.00461525136415935,0.0179289466247742
224,0.10432832976406,0.0245683054700032,0.704079581709344,0.0190249747096456,1810.82966449057,0.738304578733579,0.0200832377658305,-1074.24984604013,0.242485969647883,9,0.028467534099298,9,0.154864087827155,0.0690069703710051,0.189602713347412,0.0214666572561364
225,0.0682280862599656,0.032078327834611,0.883013709389642,0.0214800371460732,1849.25564848873,0.883013709389642,0.0214800371460732,-1101.22805424479,0.234709583484263,6,0.0428073774580192,7,0.164114514808324,0.036315043658629,0.11814345139228,0.0387208255545306
226,0.246219247866505,0.0141811512820526,0.163939983827469,0.0204006946138799,1246.53646078857,0.189645142524724,0.0215847970624873,-1173.9183921372,0.140203849137095,5,0.0376580332079063,5,0.0982319646998754,0.030003686397148,0.236270653380377,0.0213837201249023
227,0.393802911659721,0.0189051770421519,0.405089441959946,0.0324118572523816,1277.37684320031,0.244526230940642,0.0489294587196821,-1165.46283763136,0.443535853404958,1,0.0591286137117003,6,0.344752309917049,0.0269142636137903,0.432663534879022,0.0189051770421519
